b,,r,,g,
X,Y,X,Y,X,Y
483.2796079834147,38.15121962719643,577.7570914982498,19.81683225773692,532.6442811042006,59.06477697796498
484.1238283158134,37.416464967151796,577.9777011544894,20.670213911027425,535.8878644865745,60.46462487382866
485.01248129728566,36.77107236035583,578.4624209625651,21.58403654309417,540.331129393936,61.45266514832416
485.72834064347165,36.09888689808849,578.7406860375717,22.396705399958797,545.2187207920335,61.35724246520148
486.43432606764134,35.44482601452237,579.3683853657544,23.30901338626169,549.8841489447631,60.47187470530915
487.32297904911366,34.76113538490555,579.5305997988803,24.26274898102453,553.6609241160203,59.19314627667934
488.2116320305859,34.06893408355075,580.2020264959929,25.221617996835683,556.4076696951165,57.916867889913505
489.1002850120582,33.37673278219596,580.4093788583364,26.261811209254084,558.9928420048541,56.62694234013349
489.9889379935305,32.69304215257914,581.1456913286991,27.187448078278877,561.6184076319313,55.3327184712939
490.8775909750028,32.01218841354164,581.5350059682012,28.36300149833926,563.6829549626245,54.12575047936379
491.76624395647514,31.319987112186844,582.0978195231337,29.666877779917023,565.8799026112642,52.90588753025493
492.6548969379474,30.62778581083206,582.0082772732693,29.132744475528874,568.101535064945,51.572548957973154
493.54354991941966,29.932747618897942,582.3370722489146,30.775231380172762,570.3231675186257,50.21084147989816
494.432202900892,29.24622009870179,583.0234997121673,31.749776034954266,572.5447999723065,48.85197089240248
495.3208558823643,28.548345016188357,583.319717372658,33.002736040821894,574.7417476209464,47.512643328897695
496.20950886383656,27.853306824254247,583.2585865812273,32.42353754754346,576.5684231939726,46.22028206498392
497.0981618453089,27.1554317417408,583.8116502731159,34.22698941582732,578.5432075972444,44.98387058749568
497.98681482678114,26.48649294313646,583.554804241718,33.67176940244555,580.320513560189,43.82074544997329
498.87546780825346,25.785213591927835,584.0972887314463,35.66232095893713,582.0978195231337,42.654074199226734
499.735845467588,25.055359015611117,584.1059044805743,34.96255461603747,584.0726039264055,41.39441597949127
500.78607171841884,24.38252880548484,584.6452914033542,36.739393748886734,585.8745946943909,40.1398799233018
501.5414267526703,23.672675740525364,584.9489145053573,38.11386723456868,587.4297374119674,38.9727020849518
502.4018044120048,22.966375952655156,584.6156696373051,37.473202778738255,589.207043374912,37.696607911859935
503.4075980137621,22.22491591487757,585.7764366953986,38.99566738964156,590.8177269038306,36.35972322635401
