b,,g,,r,
X,Y,X,Y,X,Y
400.509977827051,0.443561522774089,400.7585627522001,0.09588181798260043,400.7585627522001,0.08005993469638217
401.8432969710325,0.4586164717319804,402.946110093512,0.08958902349376363,402.946110093512,0.07619436093895382
402.84667612345237,0.46997047093112443,405.13365743482393,0.08356592019730547,405.13365743482393,0.07241868424565168
403.94044979410836,0.48141661462099805,406.7261617844863,0.07971236436168272,407.32120477613586,0.06918238993710712
405.13365743482393,0.492623781948736,408.43697924556886,0.07506725989598184,409.5087521174478,0.06531681617967877
406.34216260939485,0.5035235128424269,410.19677918405387,0.07010911100519368,411.6962994587597,0.06230526453144969
407.7189406563744,0.514420074288344,412.16923514802625,0.06528567593627432,413.9004191284149,0.05884048185158419
409.1375319625585,0.5258085340287367,414.13802775520696,0.06073998896997068,416.0560966075282,0.05434937435627751
410.7019597581634,0.5375348569018037,416.1537393324244,0.05706812242635406,418.2589414826955,0.05133782270804832
412.2929032791175,0.5491231503243268,418.1438074121001,0.053279242361156776,420.4464888240074,0.04810152839950388
413.88384680007164,0.5606187373994698,420.4464888240074,0.04986929128740614,422.63403616531934,0.045719256200158265
415.47479032102575,0.5720216181272326,422.63403616531934,0.045809153264284586,424.82158350663127,0.042932447212244984
417.06573384197986,0.5837335200129293,424.82158350663127,0.043381932532876144,427.0091308479432,0.0409547118014677
418.65667736293403,0.5950745965091053,427.1947409253878,0.04246755363443211,429.19667818925507,0.03884213079450083
420.24762088388815,0.6063538687736946,429.07107738496927,0.04170598625629185,431.38422553056705,0.03636996153102934
421.83856440484226,0.6174477283435233,431.4737161036207,0.042410406120571675,433.5717728718789,0.033852843735494575
423.4295079257964,0.6284797836817655,433.4599096555619,0.04246343335232572,435.75932021319085,0.03169531419646465
425.0204514467505,0.6394500347884207,435.6216424084929,0.0426350953847503,437.9468675545028,0.030077167042192654
426.61139496770465,0.6504820901266628,437.9468675545028,0.044865234090959216,440.1344148958147,0.02845901988792021
428.20233848865877,0.6612669285385577,440.1344148958147,0.046033895924600055,442.3219622371266,0.02711056392602673
429.8283763519869,0.6725080276012845,442.3219622371266,0.04715760922617829,444.50950957843855,0.025762107964132808
431.58309347068626,0.6837362002887775,444.50950957843855,0.04850606518807177,446.6970569197505,0.02459344613049197
433.3378105893857,0.6948738883496335,446.6970569197505,0.04985452114996547,448.8846042610624,0.023469732828913736
434.99894279508777,0.7058096017974609,448.8846042610624,0.05174235949661643,451.07215160237433,0.022570762187651416
436.7536599137872,0.716561114398206,451.07215160237433,0.05479885967690867,453.25969894368626,0.021851585674641516
438.58533830962256,0.7276381675541823,453.25969894368626,0.059203815819094396,455.4472462849982,0.021357151821947307
440.53215077605324,0.7384974963294109,455.6177045193861,0.06610983670964943,457.63479362631006,0.020907666501316147
442.5681796867981,0.7496646380595497,457.58744411675787,0.07382065036476326,459.82234096762204,0.020727872373063505
444.7083775185578,0.7596817394907592,459.4991805649282,0.08639486843402822,462.0098883089339,0.021132409161631616
446.81637768382205,0.7703555175713483,460.81668066821834,0.09942526059357648,464.19743565024584,0.021581894482262776
449.0834722011817,0.7804030127718578,462.0596052939637,0.11096205048977725,466.38498299155776,0.022076328334956985
451.2710195424936,0.7873700352416413,463.05012061109625,0.12147827820285262,468.5725303328697,0.022795504847966885
453.4585668838055,0.7929436532174683,463.74546305906574,0.13269466574229594,470.7600776741816,0.023514681360977008
455.64611422511746,0.7972137637634646,464.52285591589555,0.14415654141839163,472.94762501549354,0.024233857873986908
457.8336615664293,0.8003152124758199,465.3077816492451,0.15698560161140707,475.13517235680547,0.02481818879080766
460.0212089077413,0.8022929478865972,466.1861150514385,0.1694003285409177,477.3227196981174,0.025447468239691018
462.2087562490532,0.802922227335481,466.7284821608547,0.18128402890252882,479.5102670394293,0.025762107964132808
464.3963035903651,0.8015288228415243,467.3296057071243,0.19312047567915047,481.69781438074125,0.02621159328476419
466.58385093167703,0.7979329402764745,467.9216898015703,0.20528654502423493,483.8853617220532,0.02666107860539535
468.77139827298896,0.7920446825762059,468.47309636281005,0.2178833711349244,486.0729090633651,0.02666107860539535
470.9130530127349,0.7834491402139815,468.93049262508436,0.2301206089891089,488.26045640467703,0.02702066686190019
472.62722666752364,0.773448476005425,469.56687003346605,0.24281107787492984,490.4480037459889,0.02738025511840525
474.49670160168574,0.7639920671443912,470.22466398924513,0.25695315384109685,492.6355510873009,0.02764994631078399
476.2932856551471,0.7528680708362498,470.88792134997254,0.2720062196530708,494.82309842861275,0.028279225759667792
477.89280779312594,0.7418761276561553,471.5555494346587,0.2865920183075533,497.01064576992474,0.029088299336804013
479.31139909931005,0.7308055182496377,471.9171275076028,0.29954361676059804,499.1981931112366,0.030212012638381802
480.7034746801449,0.7195748064527239,472.56518666911035,0.3122917119695767,501.38574045254853,0.031875108324717294
482.08025272712445,0.7081050277380236,472.91146720819916,0.32489458884419786,503.57328779386046,0.033852843735494575
483.28875790169536,0.6967837602904332,473.3092030884377,0.33667110424473523,505.7608351351724,0.03645985859515566
484.5584532116876,0.6867683053255995,473.88772800514823,0.3487622593697146,507.9483824764843,0.03947141024338463
485.78672652903833,0.6738297942278615,474.24026662626875,0.36020615563298497,510.13592981779624,0.04297739574430803
486.8300946137638,0.6613311638507221,474.6380025065073,0.37108370039226,512.3234771591082,0.046977815097925646
487.5644186142596,0.6530593265838319,475.03573838674583,0.382060131922074,514.51102450042,0.05102318298360653
488.55875831485594,0.6418356781276708,475.4334742669844,0.3931354502224269,516.698571841732,0.05497865380516109
489.55309801545224,0.6305131429009708,475.8312101472229,0.40416132513751024,518.8861191830439,0.058709381966399965
490.4480037459889,0.619322456701656,476.22894602746146,0.4155333037494796,521.0736665243559,0.06176588214669221
491.44234344658526,0.6079175158328404,476.5272479376403,0.42621856867715135,523.2612138656677,0.06410320581397455
492.28753219209216,0.5961664712671386,477.0696150470565,0.43771540432262945,525.4487612069797,0.06549661030793119
493.217950054793,0.5837114470730769,477.3227196981174,0.4489625259010902,527.6363085482916,0.06603599269268867
494.16020529488185,0.5716260710450771,477.86508680753354,0.46050431007863146,529.8238558896036,0.06536176471174182
495.1545449954782,0.5593641114982579,478.1181914585944,0.47170648312502894,532.0114032309154,0.06374361755746949
496.15835459798495,0.5472646087887525,478.66055856801063,0.48320331877050704,534.1989505722274,0.0613613453581241
496.9647531683587,0.5357758133874103,478.9136632190715,0.4943405661594802,536.3864979135393,0.058169999581642706
