r,,g,,b,
X,Y,X,Y,X,Y
560.7673078099199,0.050898253148779715,488.00137096609785,0.7099051044299847,508.7609745241541,0.36666530335094216
563.951657861434,0.06266372474635229,488.8752981469023,0.7279164621693082,510.12552749067333,0.34941599512372756
566.0359597133341,0.07856584623046015,489.74922532770677,0.7458643157826226,511.6183121966407,0.33212050207759736
567.4735490184087,0.09758244541899541,490.5771563411004,0.763169190120095,513.0232860375512,0.3150523249370677
568.402671600106,0.11344260088976155,491.5246773897621,0.7804264363630609,514.403171059874,0.2994064958915822
569.498216678435,0.13286187396821802,492.350099521297,0.7974686345429502,515.7830560821968,0.28468941468897946
570.4014141475917,0.1529306210626763,493.152941716103,0.8150937356522016,517.4176891086407,0.2692414254206761
570.9171287518942,0.17186639681810922,494.50773791983806,0.8340989690454568,519.1160091361149,0.2536340652207536
571.7143956536806,0.18996507273069507,495.91271176074855,0.8516542516979879,521.0266191670235,0.23785398775503752
572.2203534951991,0.20640668785523175,497.31768560165904,0.8675468808695541,522.8523131965582,0.22170492340330694
572.8489677831461,0.22274907778287933,499.0546038115758,0.8845231324570496,524.8902972295273,0.20564761509902962
573.3518592135038,0.24039528679765065,500.88029784111063,0.9010411836947942,527.0556552645569,0.19038029201613904
574.2211867775671,0.26097062362459045,502.4533667665586,0.9164522742744963,529.4439178031924,0.17574014850466269
575.0353189407376,0.28304624542849466,504.74397590361446,0.9328045867218326,532.2036878478381,0.16152316229438124
575.3940890465415,0.2999065908839037,507.50374594826,0.9464579738137835,535.1014463947159,0.14669567050905818
576.2972865156983,0.3190011269543592,510.5394929973702,0.9595773489370216,538.137193443826,0.13292682136981815
576.9886228501146,0.3386441077494384,513.5752400464803,0.9704885124058533,541.1729404929362,0.12032702545938156
577.3811234786863,0.3578461678514321,516.6109870955904,0.9802955700474819,544.2086875420464,0.10909112498254891
578.1262613907406,0.37756419897724947,519.6467341447006,0.9884139952475055,547.2444345911565,0.09947890954572092
578.3991719840444,0.39762356478036553,522.6824811938108,0.9945839983995234,550.2801816402666,0.09038627332169447
578.9817901045808,0.4176273644732238,525.7182282429209,0.99685715745553,553.3159286893767,0.08187816371206968
