# wavelength [nm], Transmissivity
378.34426089918253,0.015031218559266257
381.9572760558582,0.09508900836027978
380.90585263396906,0.05270547258327274
383.46744436875565,0.210230947221149
382.81640270208896,0.1613132830118531
385.3567069709354,0.4366436094492183
384.74824023614894,0.3847098361698278
387.30983197093553,0.30347472593056435
387.9502299046321,0.6963808946874368
388.07830949137144,0.6103079785473303
386.02903610354224,0.5683718245368582
389.01755979412656,0.7776405324358304
391.1522195731153,0.8393909894220533
409.0833617166212,0.9570481128555477
423.1721162579473,0.9735841135564254
437.26087079927333,0.9761528126944259
451.34962534059946,0.9798453177053015
465.43837988192547,0.9806480361859266
478.5505719232515,0.9804943856401891
497.19661813124446,0.9879018539906229
502.1707893392369,0.9782536670448262
521.7933980472297,0.9907622890418033
535.8821525885559,0.9906017453456782
549.9709071298819,0.9904412016495533
564.059661671208,0.9835378227161771
578.148416212534,0.9902806579534282
592.2371707538601,0.9824942886913645
606.3259252951862,0.9870697840309276
620.4146798365123,0.9856248907658024
640.0535498032092,0.9121493925059153
641.5478116485014,0.8544606910316557
642.8286075158946,0.7961833293382711
644.1094033832879,0.7379059676448864
644.7285138510446,0.6943451114296291
646.4575291401756,0.6313584679832437
647.3702292423557,0.5930955537401124
647.9517909854677,0.5399199139458118
649.0191208749621,0.48301609276371904
649.8729847865577,0.42860706965315654
651.5807126097487,0.380000554416827
652.4345765213442,0.31407060987481605
653.7153723887375,0.2822829580420607
654.1423043445352,0.2304808587590521
655.6365661898274,0.18162206057166896
656.9173620572207,0.14100450545203724
659.4789537920072,0.09950396000371797
663.9617393278837,0.05164588418884741
674.20810626703,0.018188577916391946
687.6564628746594,0.006260181294302614
708.7895946866485,0.0013452761240400068
748.4942665758401,0.0022429421922627313
868.8890781108083,0.002316810081255838
901.2132081630338,0.0063147610684775035
986.72229791099,0.005023994834139733
1061.0084582198,0.006308344403139987
1071.895223092643,0.013265237901891158
1091.747559037239,0.01385389812101634
490.625,0.9820466786355477
509.50520833333337,0.9910233393177739
529.0364583333334,0.9856373429084382
543.359375,0.9874326750448834
557.6822916666666,0.983842010771993
596.09375,0.9766606822262119
586.328125,0.9892280071813286
601.3020833333334,0.9820466786355477
627.34375,0.9784560143626572
634.5052083333334,0.9892280071813286
639.0625,0.9533213644524238
639.7135416666666,0.9335727109515262
1081.7708333333333,0.016157989228007263
1047.9166666666667,0.002692998204667729
376.6927083333333,0.0017953321364452268
367.578125,0.0017953321364452268
359.765625,0.0017953321364452268
350,0.0017953321364452268
484.765625,0.9892280071813286
516.015625,0.9928186714542192
613.0208333333333,0.9856373429084382
894.921875,0.0017953321364452268
907.2916666666666,0.0017953321364452268
980.859375,0.0053859964093356805
975.6510416666667,0.0035906642728906757
994.53125,0.0017953321364452268
402.734375,0.938958707360862
